S_No,Brand,Category,Model_Name,SKU,Rate,Image_URL,Image_Status,Match_Notes
"202","Haier","Washing Machine","Haier 9KG Inverter Front Load Washing Machine HW90-BP14959-S8/On Installment","Haier 9KG Inverter HW90-BP14959-S8-BE-On Installment"," 178,000 ","","STILL_UNVERIFIED","Core model number 9, 90, 14959, 8 not listed in official category page scroll"
"203","Haier","Washing Machine","Haier Front Load Wasing Machine  HWM 100-BP14929-S3/On Installment","Haier HWM 100-BP14929-S3-BE-On Installment-4"," 192,500 ","","STILL_UNVERIFIED","Core model number 100, 14929, 3 not listed in official category page scroll"
"204","Haier","Washing Machine","HWM-120 AS MG",""," 41,500 ","","STILL_UNVERIFIED","Core model number 120 not listed in official category page scroll"
"205","Haier","Washing Machine","HWM-120-826 E",""," 60,500 ","","STILL_UNVERIFIED","Core model number 120, 826 not listed in official category page scroll"
"206","Haier","Washing Machine","HWM-49102 GD",""," 27,500 ","","STILL_UNVERIFIED","Core model number 49102 not listed in official category page scroll"
"207","Haier","Washing Machine","HWM-49102 P",""," 26,000 ","","STILL_UNVERIFIED","Core model number 49102 not listed in official category page scroll"
"208","Haier","Washing Machine","HWM-49112 GD",""," 31,000 ","","STILL_UNVERIFIED","Core model number 49112 not listed in official category page scroll"
"209","Haier","Washing Machine","HWM-49112 P",""," 30,000 ","","STILL_UNVERIFIED","Core model number 49112 not listed in official category page scroll"
"210","Haier","Washing Machine","HWM-75 AS",""," 23,500 ","","STILL_UNVERIFIED","Core model number 75 not listed in official category page scroll"
"211","Haier","Microwave","HGL-25MXP8",""," 23,000 ","","STILL_UNVERIFIED","Core model number 25, 8 not listed in official category page scroll"
"212","Haier","Microwave","HMO-62 MX80",""," 46,000 ","","STILL_UNVERIFIED","Core model number 62, 80 not listed in official category page scroll"
"213","Haier","Washing Machine","Haier 9KG Inverter Front Load Washing Machine HW90-BP14959-S8/On Installment","Haier 9KG Inverter HW90-BP14959-S8-BE-On Installment"," 178,000 ","","STILL_UNVERIFIED","Core model number 9, 90, 14959, 8 not listed in official category page scroll"
"214","Haier","Washing Machine","Haier Front Load Wasing Machine  HWM 100-BP14929-S3/On Installment","Haier HWM 100-BP14929-S3-BE-On Installment-4"," 192,500 ","","STILL_UNVERIFIED","Core model number 100, 14929, 3 not listed in official category page scroll"
"215","Haier","Washing Machine","HWM-120 AS MG",""," 41,500 ","","STILL_UNVERIFIED","Core model number 120 not listed in official category page scroll"
"216","Haier","Washing Machine","HWM-120-826 E",""," 60,500 ","","STILL_UNVERIFIED","Core model number 120, 826 not listed in official category page scroll"
"217","Haier","Washing Machine","HWM-49102 GD",""," 27,500 ","","STILL_UNVERIFIED","Core model number 49102 not listed in official category page scroll"
"218","Haier","Washing Machine","HWM-49102 P",""," 26,000 ","","STILL_UNVERIFIED","Core model number 49102 not listed in official category page scroll"
"219","Haier","Washing Machine","HWM-49112 GD",""," 31,000 ","","STILL_UNVERIFIED","Core model number 49112 not listed in official category page scroll"
"220","Haier","Washing Machine","HWM-49112 P",""," 30,000 ","","STILL_UNVERIFIED","Core model number 49112 not listed in official category page scroll"
"221","Haier","Washing Machine","HWM-75 AS",""," 23,500 ","","STILL_UNVERIFIED","Core model number 75 not listed in official category page scroll"
"222","Haier","Microwave","HGL-25MXP8",""," 23,000 ","","STILL_UNVERIFIED","Core model number 25, 8 not listed in official category page scroll"
"223","Haier","Microwave","HMO-62 MX80",""," 46,000 ","","STILL_UNVERIFIED","Core model number 62, 80 not listed in official category page scroll"
"224","Haier","Washing Machine","HWM-120 AS MG",""," 41,500 ","","STILL_UNVERIFIED","Core model number 120 not listed in official category page scroll"
"225","Haier","Washing Machine","HWM-120-826 E",""," 60,500 ","","STILL_UNVERIFIED","Core model number 120, 826 not listed in official category page scroll"
"226","Haier","Washing Machine","HWM-49102 GD",""," 27,500 ","","STILL_UNVERIFIED","Core model number 49102 not listed in official category page scroll"
"227","Haier","Washing Machine","HWM-49102 P",""," 26,000 ","","STILL_UNVERIFIED","Core model number 49102 not listed in official category page scroll"
"228","Haier","Washing Machine","HWM-49112 GD",""," 31,000 ","","STILL_UNVERIFIED","Core model number 49112 not listed in official category page scroll"
"229","Haier","Washing Machine","HWM-49112 P",""," 30,000 ","","STILL_UNVERIFIED","Core model number 49112 not listed in official category page scroll"
"230","Haier","Washing Machine","HWM-75 AS",""," 23,500 ","","STILL_UNVERIFIED","Core model number 75 not listed in official category page scroll"
"231","Haier","Microwave","HGL-25MXP8",""," 23,000 ","","STILL_UNVERIFIED","Core model number 25, 8 not listed in official category page scroll"
"232","Haier","Microwave","HMO-62 MX80",""," 46,000 ","","STILL_UNVERIFIED","Core model number 62, 80 not listed in official category page scroll"
"233","Haier","Washing Machine","HWM-120 AS MG",""," 41,500 ","","STILL_UNVERIFIED","Core model number 120 not listed in official category page scroll"
"234","Haier","Washing Machine","HWM-120-826 E",""," 60,500 ","","STILL_UNVERIFIED","Core model number 120, 826 not listed in official category page scroll"
"235","Haier","Washing Machine","HWM-49102 GD",""," 27,500 ","","STILL_UNVERIFIED","Core model number 49102 not listed in official category page scroll"
"236","Haier","Washing Machine","HWM-49102 P",""," 26,000 ","","STILL_UNVERIFIED","Core model number 49102 not listed in official category page scroll"
"237","Haier","Washing Machine","HWM-49112 GD",""," 31,000 ","","STILL_UNVERIFIED","Core model number 49112 not listed in official category page scroll"
"238","Haier","Washing Machine","HWM-49112 P",""," 30,000 ","","STILL_UNVERIFIED","Core model number 49112 not listed in official category page scroll"
"239","Haier","Washing Machine","HWM-75 AS",""," 23,500 ","","STILL_UNVERIFIED","Core model number 75 not listed in official category page scroll"
"240","Haier","Microwave","HGL-25MXP8",""," 23,000 ","","STILL_UNVERIFIED","Core model number 25, 8 not listed in official category page scroll"
"241","Haier","Microwave","HMO-62 MX80",""," 46,000 ","","STILL_UNVERIFIED","Core model number 62, 80 not listed in official category page scroll"
"242","Haier","Washing Machine","HWM-120 AS MG",""," 41,500 ","","STILL_UNVERIFIED","Core model number 120 not listed in official category page scroll"
"243","Haier","Washing Machine","HWM-120-826 E",""," 60,500 ","","STILL_UNVERIFIED","Core model number 120, 826 not listed in official category page scroll"
"244","Haier","Washing Machine","HWM-49102 GD",""," 27,500 ","","STILL_UNVERIFIED","Core model number 49102 not listed in official category page scroll"
"245","Haier","Washing Machine","HWM-49102 P",""," 26,000 ","","STILL_UNVERIFIED","Core model number 49102 not listed in official category page scroll"
"246","Haier","Washing Machine","HWM-49112 GD",""," 31,000 ","","STILL_UNVERIFIED","Core model number 49112 not listed in official category page scroll"
"247","Haier","Washing Machine","HWM-49112 P",""," 30,000 ","","STILL_UNVERIFIED","Core model number 49112 not listed in official category page scroll"
"248","Haier","Washing Machine","HWM-75 AS",""," 23,500 ","","STILL_UNVERIFIED","Core model number 75 not listed in official category page scroll"
"249","Haier","Microwave","HGL-25MXP8",""," 23,000 ","","STILL_UNVERIFIED","Core model number 25, 8 not listed in official category page scroll"
"250","Haier","Microwave","HMO-62 MX80",""," 46,000 ","","STILL_UNVERIFIED","Core model number 62, 80 not listed in official category page scroll"
"251","Haier","Washing Machine","Haier 9KG Inverter Front Load Washing Machine HW90-BP14959-S8/On Installment","Haier 9KG Inverter HW90-BP14959-S8-BE-On Installment"," 178,000 ","","STILL_UNVERIFIED","Core model number 9, 90, 14959, 8 not listed in official category page scroll"
"252","Haier","Washing Machine","Haier Front Load Wasing Machine  HWM 100-BP14929-S3/On Installment","Haier HWM 100-BP14929-S3-BE-On Installment-4"," 192,500 ","","STILL_UNVERIFIED","Core model number 100, 14929, 3 not listed in official category page scroll"
"253","Haier","Washing Machine","HWM-120 AS MG",""," 41,500 ","","STILL_UNVERIFIED","Core model number 120 not listed in official category page scroll"
"254","Haier","Washing Machine","HWM-120-826 E",""," 60,500 ","","STILL_UNVERIFIED","Core model number 120, 826 not listed in official category page scroll"
"255","Haier","Washing Machine","HWM-49102 GD",""," 27,500 ","","STILL_UNVERIFIED","Core model number 49102 not listed in official category page scroll"
"256","Haier","Washing Machine","HWM-49102 P",""," 26,000 ","","STILL_UNVERIFIED","Core model number 49102 not listed in official category page scroll"
"257","Haier","Washing Machine","HWM-49112 GD",""," 31,000 ","","STILL_UNVERIFIED","Core model number 49112 not listed in official category page scroll"
"258","Haier","Washing Machine","HWM-49112 P",""," 30,000 ","","STILL_UNVERIFIED","Core model number 49112 not listed in official category page scroll"
"259","Haier","Washing Machine","HWM-75 AS",""," 23,500 ","","STILL_UNVERIFIED","Core model number 75 not listed in official category page scroll"
"260","Haier","Microwave","HGL-25MXP8",""," 23,000 ","","STILL_UNVERIFIED","Core model number 25, 8 not listed in official category page scroll"
"261","Haier","Microwave","HMO-62 MX80",""," 46,000 ","","STILL_UNVERIFIED","Core model number 62, 80 not listed in official category page scroll"
"262","Haier","Washing Machine","Haier 9KG Inverter Front Load Washing Machine HW90-BP14959-S8/On Installment","Haier 9KG Inverter HW90-BP14959-S8-BE-On Installment"," 178,000 ","","STILL_UNVERIFIED","Core model number 9, 90, 14959, 8 not listed in official category page scroll"
"263","Haier","Washing Machine","Haier Front Load Wasing Machine  HWM 100-BP14929-S3/On Installment","Haier HWM 100-BP14929-S3-BE-On Installment-4"," 192,500 ","","STILL_UNVERIFIED","Core model number 100, 14929, 3 not listed in official category page scroll"
"264","Haier","Washing Machine","HWM-120 AS MG",""," 41,500 ","","STILL_UNVERIFIED","Core model number 120 not listed in official category page scroll"
"265","Haier","Washing Machine","HWM-120-826 E",""," 60,500 ","","STILL_UNVERIFIED","Core model number 120, 826 not listed in official category page scroll"
"266","Haier","Washing Machine","HWM-49102 GD",""," 27,500 ","","STILL_UNVERIFIED","Core model number 49102 not listed in official category page scroll"
"267","Haier","Washing Machine","HWM-49102 P",""," 26,000 ","","STILL_UNVERIFIED","Core model number 49102 not listed in official category page scroll"
"268","Haier","Washing Machine","HWM-49112 GD",""," 31,000 ","","STILL_UNVERIFIED","Core model number 49112 not listed in official category page scroll"
"269","Haier","Washing Machine","HWM-49112 P",""," 30,000 ","","STILL_UNVERIFIED","Core model number 49112 not listed in official category page scroll"
"270","Haier","Washing Machine","HWM-75 AS",""," 23,500 ","","STILL_UNVERIFIED","Core model number 75 not listed in official category page scroll"
"271","Haier","Microwave","HGL-25MXP8",""," 23,000 ","","STILL_UNVERIFIED","Core model number 25, 8 not listed in official category page scroll"
"272","Haier","Microwave","HMO-62 MX80",""," 46,000 ","","STILL_UNVERIFIED","Core model number 62, 80 not listed in official category page scroll"
"273","WestPoint","Kitchen Appliance","WestPoint 1153","","","","STILL_UNVERIFIED","Core model number 1153 not listed in official category page scroll"
"274","WestPoint","Kitchen Appliance","WestPoint 1154","","","","STILL_UNVERIFIED","Core model number 1154 not listed in official category page scroll"
"275","WestPoint","Kitchen Appliance","WestPoint 1155","","","","STILL_UNVERIFIED","Core model number 1155 not listed in official category page scroll"
"276","WestPoint","Kitchen Appliance","WestPoint 1156","","","","STILL_UNVERIFIED","Core model number 1156 not listed in official category page scroll"
"277","WestPoint","Kitchen Appliance","WestPoint 1851","","","","STILL_UNVERIFIED","Core model number 1851 not listed in official category page scroll"
"278","WestPoint","Kitchen Appliance","WestPoint 2020","","","","STILL_UNVERIFIED","Core model number 2020 not listed in official category page scroll"
"279","WestPoint","Kitchen Appliance","WestPoint 2023","","","","STILL_UNVERIFIED","Core model number 2023 not listed in official category page scroll"
"280","WestPoint","Kitchen Appliance","WestPoint 2024","","","","STILL_UNVERIFIED","Core model number 2024 not listed in official category page scroll"
"281","WestPoint","Kitchen Appliance","WestPoint 2063","","","","STILL_UNVERIFIED","Core model number 2063 not listed in official category page scroll"
"282","WestPoint","Kitchen Appliance","WestPoint 2064","","","","STILL_UNVERIFIED","Core model number 2064 not listed in official category page scroll"
"283","WestPoint","Kitchen Appliance","WestPoint 2065","","","","STILL_UNVERIFIED","Core model number 2065 not listed in official category page scroll"
"284","WestPoint","Kitchen Appliance","WestPoint 3117","","","","STILL_UNVERIFIED","Core model number 3117 not listed in official category page scroll"
"285","WestPoint","Kitchen Appliance","WestPoint 3119","","","","STILL_UNVERIFIED","Core model number 3119 not listed in official category page scroll"
"286","WestPoint","Kitchen Appliance","WestPoint 6172","","","","STILL_UNVERIFIED","Core model number 6172 not listed in official category page scroll"
"287","WestPoint","Kitchen Appliance","WestPoint 6174","","","","STILL_UNVERIFIED","Core model number 6174 not listed in official category page scroll"
"288","WestPoint","Kitchen Appliance","WestPoint 6175","","","","STILL_UNVERIFIED","Core model number 6175 not listed in official category page scroll"
"289","WestPoint","Kitchen Appliance","WestPoint 6178","","","","STILL_UNVERIFIED","Core model number 6178 not listed in official category page scroll"
"290","WestPoint","Kitchen Appliance","WestPoint 6807","","","","STILL_UNVERIFIED","Core model number 6807 not listed in official category page scroll"
"291","WestPoint","Kitchen Appliance","WestPoint 6809","","","","STILL_UNVERIFIED","Core model number 6809 not listed in official category page scroll"
"292","Kenwood","AC","KEA-2441 FLOOR",""," 225,000 ","","STILL_UNVERIFIED","Core model number 2441 not listed in official category page scroll"
"293","Kenwood","AC","KEA-4841 FLOOR",""," 380,000 ","","STILL_UNVERIFIED","Core model number 4841 not listed in official category page scroll"
"294","Kenwood","AC","KEA-4846 E-BREEZE",""," 515,000 ","","STILL_UNVERIFIED","Core model number 4846 not listed in official category page scroll"
"295","Kenwood","AC","KEI-2444 FLOOR (ROUND)",""," 330,000 ","","STILL_UNVERIFIED","Core model number 2444 not listed in official category page scroll"
"296","Kenwood","AC","KEI-2446 FLOOR",""," 260,000 ","","STILL_UNVERIFIED","Core model number 2446 not listed in official category page scroll"
"297","Kenwood","AC","KEI-2447 FLOOR (ROUND)",""," 330,000 ","","STILL_UNVERIFIED","Core model number 2447 not listed in official category page scroll"
"298","Kenwood","Washing Machine","KWM-899 WASHER",""," 18,500 ","","STILL_UNVERIFIED","Core model number 899 not listed in official category page scroll"
"299","Kenwood","Washing Machine","KWS- 1050 SPINNER",""," 18,500 ","","STILL_UNVERIFIED","Core model number 1050 not listed in official category page scroll"
"300","Kenwood","AC","KEA-2441 FLOOR",""," 225,000 ","","STILL_UNVERIFIED","Core model number 2441 not listed in official category page scroll"
"301","Kenwood","AC","KEA-4841 FLOOR",""," 380,000 ","","STILL_UNVERIFIED","Core model number 4841 not listed in official category page scroll"
"302","Kenwood","AC","KEA-4846 E-BREEZE",""," 515,000 ","","STILL_UNVERIFIED","Core model number 4846 not listed in official category page scroll"
"303","Kenwood","AC","KEI-2444 FLOOR (ROUND)",""," 330,000 ","","STILL_UNVERIFIED","Core model number 2444 not listed in official category page scroll"
"304","Kenwood","AC","KEI-2446 FLOOR",""," 260,000 ","","STILL_UNVERIFIED","Core model number 2446 not listed in official category page scroll"
"305","Kenwood","AC","KEI-2447 FLOOR (ROUND)",""," 330,000 ","","STILL_UNVERIFIED","Core model number 2447 not listed in official category page scroll"
"306","Kenwood","AC","KEN 1276 E-Nova",""," 95,000 ","","STILL_UNVERIFIED","Core model number 1276 not listed in official category page scroll"
"307","Kenwood","AC","KEN 1876 E-Nova",""," 118,000 ","","STILL_UNVERIFIED","Core model number 1876 not listed in official category page scroll"
"308","Kenwood","AC","KEN 2476 E-Nova",""," 169,000 ","","STILL_UNVERIFIED","Core model number 2476 not listed in official category page scroll"
"309","PEL","Microwave","PMO-23 SLM",""," 23,300 ","","STILL_UNVERIFIED","Core model number 23 not listed in official category page scroll"
"310","PEL","Microwave","PMO-26 DESIRE",""," 29,300 ","","STILL_UNVERIFIED","Core model number 26 not listed in official category page scroll"
