S_No,Brand,Category,Model_Name,SKU,Rate,Image_Status,Source_File
1,"AC","AC","10 LF",""," 92,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
2,"AC","AC","12 CF",""," 88,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
3,"AC","AC","12 FITH 3W",""," 157,500 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
4,"AC","AC","12 FITH 6C/S",""," 146,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
5,"AC","AC","12 PITH 11S",""," 123,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
6,"AC","AC","12 PITH 11W",""," 120,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
7,"AC","AC","12 T3 PRO",""," 119,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
8,"AC","AC","12G Frost Everest",""," 99,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
9,"AC","AC","12e Cool",""," 91,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
10,"AC","AC","13 LF",""," 97,500 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
11,"AC","AC","14 HFT W",""," 118,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
12,"AC","AC","15 Enercon",""," -   ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
13,"AC","AC","15 Inspire",""," 102,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
14,"AC","AC","15 Mega Flex",""," 114,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
15,"AC","AC","15 Mega T+",""," 116,500 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
16,"AC","AC","15 Powercon",""," 101,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
17,"AC","AC","15 Sprinter",""," 101,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
18,"AC","AC","18 AITH",""," 225,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
19,"AC","AC","18 FITH 1",""," 205,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
20,"AC","AC","18 FITH 6C/S",""," 181,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
21,"AC","AC","18 FITH 7",""," 186,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
22,"AC","AC","18 HEF",""," -   ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
23,"AC","AC","18 HFC",""," 129,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
24,"AC","AC","18 HFP",""," 144,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
25,"AC","AC","18 HFT S",""," 160,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
26,"AC","AC","18 HFT W",""," 159,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
27,"AC","AC","18 HJ",""," 205,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
28,"AC","AC","18 HJ UV",""," 181,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
29,"AC","AC","18 PITH 10W",""," 141,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
30,"AC","AC","18 PITH 11S",""," 150,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
31,"AC","AC","18 PITH 11W",""," 146,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
32,"AC","AC","18 PITH 14S",""," 150,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
33,"AC","AC","18 T3 PRO",""," 164,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
34,"AC","AC","18 T3B",""," 160,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
35,"AC","AC","18G Frost Everest",""," 124,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
36,"AC","AC","18e Cool",""," 118,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
37,"AC","AC","19 HFAB Grey",""," 154,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
38,"AC","AC","19 HFAB White",""," 152,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
39,"AC","AC","19 HFC",""," 130,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
40,"AC","AC","19 HFP",""," 145,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
41,"AC","AC","19 LF",""," 122,500 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
42,"AC","AC","2 Ton Floor Inv 24 T3",""," 265,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
43,"AC","AC","20 Chrome",""," 110,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
44,"AC","AC","20 Frost",""," 102,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
45,"AC","AC","20 HFTEX Grey",""," 163,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
46,"AC","AC","20 HFTEX White",""," 161,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
47,"AC","AC","24 AK FLOOR INV T3",""," 278,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
48,"AC","AC","24 CEO3",""," 215,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
49,"AC","AC","24 CF",""," 156,500 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
50,"AC","AC","24 FITH 1",""," 260,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
51,"AC","AC","24 FITH 2",""," 260,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
52,"AC","AC","24 FITH 3",""," 260,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
53,"AC","AC","24 FITH 6C/S",""," 245,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
54,"AC","AC","24 HD/Z W",""," 268,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
55,"AC","AC","24 HDZ UV",""," 270,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
56,"AC","AC","24 HE/DC",""," 238,500 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
57,"AC","AC","24 HEA",""," 172,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
58,"AC","AC","24 HF",""," 187,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
59,"AC","AC","24 HFAB GREY",""," 198,500 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
60,"AC","AC","24 HFAB WHITE",""," 195,500 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
61,"AC","AC","24 HJ FLOOR",""," 295,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
62,"AC","AC","24 PITH 11S",""," 222,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
63,"AC","AC","24 PITH 11W",""," 212,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
64,"AC","AC","24 T3 PRO",""," 183,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
65,"AC","AC","24 TF",""," 273,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
66,"AC","AC","24 TFIH",""," 337,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
67,"AC","AC","24 VTIH",""," 430,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
68,"AC","AC","24e Cool",""," 160,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
69,"AC","AC","26 AITH",""," 268,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
70,"AC","AC","30 Avante White",""," 141,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
71,"AC","AC","30 Chrome",""," 130,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
72,"AC","AC","30 Enercon",""," -   ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
73,"AC","AC","30 Excel",""," 133,500 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
74,"AC","AC","30 Extreme",""," -   ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
75,"AC","AC","30 Frost",""," 123,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
76,"AC","AC","30 Magna",""," 143,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
77,"AC","AC","30 Magna T3",""," 154,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
78,"AC","AC","30 Mega Flex",""," 151,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
79,"AC","AC","30 Powercon",""," 124,500 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
80,"AC","AC","30 Prima PurSense",""," 180,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
81,"AC","AC","30 Sprinter",""," 124,500 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
82,"AC","AC","30 Suave+ (Silver)",""," 129,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
83,"AC","AC","30 Suave+ (White)",""," 127,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
84,"AC","AC","36 TFIH",""," 430,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
85,"AC","AC","45 Gallant",""," 320,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
86,"AC","AC","45 Glamour",""," 312,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
87,"AC","AC","48 CE/DC",""," 444,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
88,"AC","AC","48 CEO3",""," 334,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
89,"AC","AC","48 EDC",""," 487,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
90,"AC","AC","48 TF",""," 540,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
91,"AC","AC","48 TFIH",""," 630,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
92,"Chrome","AC","Chrome + 45",""," 210,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
93,"DAWLANCE","AC","DAWLANCE","","","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
94,"DAWLANCE","AC","DAWLANCE FLOOR","","","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
95,"Ecostar","AC","Ecostar Emperor/Duke 1 TON B/G",""," 98,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
96,"Ecostar","AC","Ecostar Emperor/Duke 1.5 TON (W)",""," 117,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
97,"Ecostar","AC","Ecostar Emperor/Duke 1.5 TON B/G",""," 118,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
98,"Ecostar","AC","Ecostar Emperor/Duke 2 TON (W)",""," 176,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
99,"Ecostar","AC","Ecostar Emperor/Duke 2 TON B/G",""," 178,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
100,"ECOSTAR","AC","ECOSTAR","","","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
101,"ETech","AC","ETech 12",""," 120,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
102,"ETech","AC","ETech 18",""," 159,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
103,"GREE","AC","GREE","","","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
104,"GREE","AC","GREE FLOOR","","","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
105,"HAIER","AC","HAIER","","","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
106,"HAIER","AC","HAIER FLOOR","","","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
107,"HES-1212","AC","HES-1212 Esmart",""," 121,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
108,"HES-1213","AC","HES-1213 Grande T3",""," 112,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
109,"HES-1812","AC","HES-1812 Esmart",""," 182,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
110,"HES-1813","AC","HES-1813 Grande T3",""," 154,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
111,"HOMAGE","AC","HOMAGE","","","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
112,"Hyper","AC","Hyper T3 S",""," 155,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
113,"Hyper","AC","Hyper T3 W",""," 153,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
114,"KEA-1861","AC","KEA-1861",""," -   ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
115,"KEA-2441","AC","KEA-2441 FLOOR",""," 225,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
116,"KEA-2462","AC","KEA-2462",""," 187,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
117,"KEA-4841","AC","KEA-4841 FLOOR",""," 380,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
118,"KEA-4846","AC","KEA-4846 E-BREEZE",""," 515,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
119,"KEI-2443","AC","KEI-2443 FLOOR",""," -   ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
120,"KEI-2444","AC","KEI-2444 FLOOR (ROUND)",""," 330,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
121,"KEI-2446","AC","KEI-2446 FLOOR",""," 260,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
122,"KEI-2447","AC","KEI-2447 FLOOR (ROUND)",""," 330,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
123,"KEL-1867","AC","KEL-1867",""," 158,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
124,"KEL-2470","AC","KEL-2470",""," 222,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
125,"KEN","AC","KEN 1274",""," 111,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
126,"KEN","AC","KEN 1275",""," 111,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
127,"KEN","AC","KEN 1276 E-Nova",""," 95,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
128,"KEN","AC","KEN 1873",""," 129,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
129,"KEN","AC","KEN 1874",""," 129,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
130,"KEN","AC","KEN 1876 E-Nova",""," 118,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
131,"KEN","AC","KEN 2473",""," 196,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
132,"KEN","AC","KEN 2474",""," 196,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
133,"KEN","AC","KEN 2476 E-Nova",""," 169,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
134,"KENWOOD","AC","KENWOOD","","","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
135,"KEO","AC","KEO 1875",""," 129,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
136,"KEO","AC","KEO 2475",""," 196,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
137,"KES","AC","KES 1270",""," 127,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
138,"KES","AC","KES 1271",""," -   ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
139,"KES","AC","KES 1870",""," 161,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
140,"KES","AC","KES 1871",""," 161,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
141,"KES-1267","AC","KES-1267",""," 126,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
142,"MAX","AC","MAX 18",""," 137,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
143,"NO","AC","NO",""," -   ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
144,"ORIENT","AC","ORIENT","","","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
145,"ORIENT","AC","ORIENT FLOOR","","","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
146,"TAC","AC","TAC 18 T5",""," 176,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
147,"TAC","AC","TAC 24 T5 Smart",""," 197,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
148,"TCL","AC","TCL","","","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
149,"TCL","AC","TCL FLOOR","","","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
150,"Dawlance","Washing Machine","DAWLANCE AUTO","","","UNMATCHED","W-M_and_M-W.csv"
151,"Dawlance","Washing Machine","DW-14470 ES","","","UNMATCHED","W-M_and_M-W.csv"
152,"Dawlance","Washing Machine","DW-6550 G",""," 39,000 ","UNMATCHED","W-M_and_M-W.csv"
153,"Dawlance","Washing Machine","DW-7200",""," 21,000 ","UNMATCHED","W-M_and_M-W.csv"
154,"DW-11467","Washing Machine","DW-11467 es",""," 55,000 ","UNMATCHED","W-M_ALFA.csv"
155,"DW-1165","Washing Machine","DW-1165",""," 70,000 ","UNMATCHED","W-M_ALFA.csv"
156,"DW-1167","Washing Machine","DW-1167 FLP",""," 64,500 ","UNMATCHED","W-M_ALFA.csv"
157,"DW-1775","Washing Machine","DW-1775",""," 116,000 ","UNMATCHED","W-M_ALFA.csv"
158,"DW-260","Washing Machine","DW-260 LVS Golden",""," 67,000 ","UNMATCHED","W-M_ALFA.csv"
159,"DW-6000","Washing Machine","DW-6000",""," 16,500 ","UNMATCHED","W-M_ALFA.csv"
160,"DW-6100","Washing Machine","DW-6100 Advanco",""," 21,500 ","UNMATCHED","W-M_ALFA.csv"
161,"DW-6100-W","Washing Machine","DW-6100-W",""," 20,500 ","UNMATCHED","W-M_ALFA.csv"
162,"DW-6550-W","Washing Machine","DW-6550-W",""," 34,000 ","UNMATCHED","W-M_ALFA.csv"
163,"DW-7200","Washing Machine","DW-7200 CFL",""," 20,500 ","UNMATCHED","W-M_ALFA.csv"
164,"DW-7200","Washing Machine","DW-7200 WFL",""," 20,500 ","UNMATCHED","W-M_ALFA.csv"
165,"DW-7500","Washing Machine","DW-7500 C",""," 38,000 ","UNMATCHED","W-M_ALFA.csv"
166,"DW-7500","Washing Machine","DW-7500 G",""," 40,000 ","UNMATCHED","W-M_ALFA.csv"
167,"DW-9000","Washing Machine","DW-9000",""," 23,500 ","UNMATCHED","W-M_ALFA.csv"
168,"DW-9100","Washing Machine","DW-9100 Advanco",""," 27,000 ","UNMATCHED","W-M_ALFA.csv"
169,"DW-9100","Washing Machine","DW-9100 G",""," 29,000 ","UNMATCHED","W-M_ALFA.csv"
170,"DW-9200","Washing Machine","DW-9200 CFL",""," 27,000 ","UNMATCHED","W-M_ALFA.csv"
171,"DW-9200","Washing Machine","DW-9200 WFL",""," 26,500 ","UNMATCHED","W-M_ALFA.csv"
172,"DWT","Washing Machine","DWT 9540",""," 59,500 ","UNMATCHED","W-M_ALFA.csv"
173,"DWT-270","Washing Machine","DWT-270 C LVS+",""," 77,000 ","UNMATCHED","W-M_ALFA.csv"
174,"Haier","Washing Machine","Front Load Washing Machine","","","UNMATCHED","W-M_and_M-W.csv"
175,"Haier","Washing Machine","HAIER AUTOMATIC","","","UNMATCHED","W-M_and_M-W.csv"
176,"Haier","Washing Machine","HW-105-B 14959 S8","","","UNMATCHED","W-M_and_M-W.csv"
177,"Haier","Washing Machine","HWM 120-1678",""," 102,000 ","UNMATCHED","W-M_and_M-W.csv"
178,"Haier","Washing Machine","HWM 120AS GREY",""," 42,500 ","UNMATCHED","W-M_and_M-W.csv"
179,"Haier","Washing Machine","HWM 120AS M/W",""," 43,000 ","UNMATCHED","W-M_and_M-W.csv"
180,"Haier","Washing Machine","HWM 80-35",""," 18,300 ","UNMATCHED","W-M_and_M-W.csv"
181,"Haier","Washing Machine","HWM 80-50",""," 18,600 ","UNMATCHED","W-M_and_M-W.csv"
182,"Haier","Washing Machine","HWM 85-826",""," 53,000 ","UNMATCHED","W-M_and_M-W.csv"
183,"Haier","Washing Machine","HWM-130-1217",""," 24,000 ","UNMATCHED","W-M_and_M-W.csv"
184,"Haier","Washing Machine","HWM-150-1789",""," 93,000 ","UNMATCHED","W-M_and_M-W.csv"
185,"Haier","Washing Machine","HWM-80-1708",""," 53,500 ","UNMATCHED","W-M_and_M-W.csv"
186,"Haier","Washing Machine","HWM-80-60",""," 18,800 ","UNMATCHED","W-M_and_M-W.csv"
187,"Haier","Washing Machine","Haier 10.5Kg Washer/Dryer Front Load Washing Machine Wifi HWD 105-B14959-S8U1/On Installment","Haier 10.5Kg HWD 105-B14959-S8U1-BE-On Installment"," 248,500 ","UNMATCHED","Haier_Front_Load_WM_20-09-2024.csv"
188,"Haier","Washing Machine","Haier 8kg Front Load Washing Machine HWM 80-BP12929-S3/On Installment","Haier 8kg HWM 80-BP12929-S3-BE-On Installment"," 163,000 ","UNMATCHED","Haier_Front_Load_WM_20-09-2024.csv"
189,"Haier","Washing Machine","Haier 9KG Inverter Front Load Washing Machine HW90-BP14959-S8/On Installment","Haier 9KG Inverter HW90-BP14959-S8-BE-On Installment"," 178,000 ","UNMATCHED","Haier_Front_Load_WM_20-09-2024.csv"
190,"Haier","Washing Machine","Haier Front Load Wasing Machine  HWM 100-BP14929-S3/On Installment","Haier HWM 100-BP14929-S3-BE-On Installment-4"," 192,500 ","UNMATCHED","Haier_Front_Load_WM_20-09-2024.csv"
191,"Haier","Washing Machine","PEL Microwave Oven PMO-20 BH Classic Plus/On Installment","PEL PMO-20BH Classic Plus-BE-On Installment"," 23,500 ","UNMATCHED","Haier_Front_Load_WM_20-09-2024.csv"
192,"Haier","Washing Machine","PEL PMO 30BG Glamour Microwave Oven 30 Ltr/On Istallments","PEL PMO-30BG Glamour 30Ltr-BE-On Istallments-4"," 38,500 ","UNMATCHED","Haier_Front_Load_WM_20-09-2024.csv"
193,"Haier","Washing Machine","PEL PMO 38BG Glamour Microwave Oven 38 Ltr/On Installments","PEL PMO 38BG Glamour 38 Ltr-BE-On Installments-4"," 44,000 ","UNMATCHED","Haier_Front_Load_WM_20-09-2024.csv"
194,"Haier","Washing Machine","PEL PMO-23 Desire Microwave Oven/On Installments","PEL PMO-23 Desire-BE-On Installments-4"," 32,500 ","UNMATCHED","Haier_Front_Load_WM_20-09-2024.csv"
195,"Haier","Washing Machine","PEL PMO-23 SLM 23 Ltr Desire Microwave Oven/On Installments","PEL PMO-23SLM 23Ltr Desire MWO-BE-On Installments"," 28,500 ","UNMATCHED","Haier_Front_Load_WM_20-09-2024.csv"
